duration,src_bytes,dst_bytes,failed_logins,login_attempts,num_connections,same_srv_rate,diff_srv_rate,dst_host_count,packet_rate,label
100.9,20173,79332,0,3,48,0.97,0.21,6,422.93,0
245.39,38646,96397,0,3,5,0.92,0.05,7,393.77,0
2.97,178,214,19,63,257,0.99,0.02,1,1003.69,1
22.0,42556,75495,0,2,30,0.86,0.21,7,445.8,0
274.47,34395,92491,0,3,25,0.83,0.01,6,418.75,0
219.08,29763,2705,0,1,27,0.76,0.26,5,406.85,0
8.99,851,903,27,15,51,0.91,0.07,5,391.85,1
84.03,1651,21255,0,1,39,0.99,0.12,3,243.14,0
193.54,42484,52478,0,2,28,0.73,0.03,4,260.23,0
0.487,77,50,0,0,300,0.28,0.73,189,1573.18,1
290.26,43401,25135,0,2,45,0.82,0.03,6,248.39,0
0.247,203,29,0,0,402,0.23,0.99,77,341.27,1
108.59,31589,74230,0,2,17,0.89,0.14,2,192.87,0
299.24,17101,54962,0,2,25,0.92,0.17,10,409.85,0
1.82,440,271,29,27,419,0.87,0.01,1,1779.05,1
107.58,20867,54511,0,1,14,1.0,0.24,6,244.21,0
3.29,320,101,38,29,365,0.83,0.04,3,1080.96,1
0.97,464,139,37,30,95,0.89,0.1,2,1917.65,1
0.82,211,526,21,25,122,0.96,0.01,5,365.68,1
192.11,22602,37430,0,3,15,0.79,0.14,6,496.82,0
159.73,39215,70717,0,1,21,0.99,0.09,10,141.0,0
0.236,185,128,0,0,283,0.41,0.97,17,2967.94,1
96.28,46722,10988,0,2,39,1.0,0.15,10,446.61,0
268.41,9615,51007,0,1,1,0.84,0.0,4,188.35,0
83.99,40944,89281,0,3,8,0.74,0.03,6,399.5,0
0.613,142,87,0,0,137,0.17,0.86,89,436.06,1
0.934,285,122,0,0,190,0.49,0.59,32,2199.54,1
171.08,22436,27665,0,3,9,0.71,0.03,5,336.98,0
191.76,3838,34281,0,1,33,0.99,0.24,8,315.92,0
1.739,348,104,0,0,173,0.11,0.55,93,2292.43,1
1.924,445,143,0,0,317,0.15,0.51,43,2060.65,1
0.155,28,22,0,0,349,0.18,0.75,68,1009.2,1
1.65,296,103,39,75,446,0.8,0.03,2,684.17,1
4.19,485,68,36,42,86,0.93,0.07,2,1903.87,1
115.37,43497,38442,0,2,37,0.97,0.2,4,149.2,0
69.56,17919,28338,0,2,43,0.83,0.14,4,478.93,0
0.098,44,24,0,0,233,0.18,0.7,183,2441.05,1
30.87,33910,16441,0,2,6,0.93,0.08,9,82.2,0
183.56,40390,17650,0,1,8,0.74,0.29,7,107.06,0
8.96,1609,67994,0,3,49,0.75,0.26,2,450.3,0
61.42,30422,76351,0,3,12,0.74,0.22,5,322.91,0
290.12,45152,84643,0,3,9,0.74,0.25,4,430.77,0
190.15,40577,44636,0,1,29,0.78,0.29,8,58.95,0
180.15,10058,31519,0,3,15,0.85,0.08,1,381.75,0
198.39,34710,89763,0,3,3,0.88,0.29,9,452.86,0
159.27,36245,83025,0,2,40,0.89,0.11,1,428.75,0
0.707,23,39,0,0,570,0.03,0.78,167,3159.77,1
2.59,509,828,21,28,197,0.9,0.08,5,454.68,1
214.55,31155,1387,0,2,27,0.75,0.14,1,162.8,0
287.33,47828,84278,0,3,32,0.76,0.06,8,255.42,0
163.67,45523,9286,0,1,20,0.9,0.29,8,366.53,0
125.23,20566,17249,0,3,28,0.92,0.01,1,260.45,0
6.0,1059,599,7,42,96,0.91,0.07,1,459.55,1
0.85,320,189,44,84,395,0.96,0.0,3,1790.21,1
224.79,1798,22034,0,3,22,0.94,0.14,9,15.67,0
211.14,24064,66064,0,3,21,0.74,0.26,8,210.09,0
194.76,5180,70701,0,1,43,0.83,0.04,7,415.46,0
0.636,44,48,0,0,110,0.25,0.76,87,1224.73,1
0.804,312,197,0,0,160,0.34,0.67,84,2900.61,1
288.34,11992,3661,0,3,4,0.79,0.03,3,212.28,0
0.665,75,25,0,0,504,0.08,0.83,142,934.0,1
288.2,45089,73934,0,1,42,0.91,0.14,1,200.55,0
33.18,9007,65087,0,2,46,0.79,0.22,2,170.78,0
3.36,262,174,7,94,205,0.97,0.08,2,1935.35,1
0.248,82,27,0,0,775,0.11,0.73,182,4451.66,1
208.16,32144,72239,0,3,21,0.8,0.19,10,38.36,0
1.681,464,97,0,0,275,0.28,0.51,80,1791.18,1
3.79,291,60,19,22,409,0.96,0.0,2,1112.43,1
2.07,81,204,26,42,285,0.97,0.02,2,626.8,1
87.31,6012,88044,0,3,9,0.85,0.12,3,394.19,0
7.85,1832,361,17,49,20,0.96,0.1,1,357.73,1
0.977,25,38,0,0,429,0.09,0.88,193,2383.67,1
2.43,269,84,6,87,146,0.96,0.08,2,568.41,1
40.32,20564,36466,0,1,2,0.82,0.19,9,276.73,0
132.84,17313,17273,0,1,14,0.99,0.29,3,79.4,0
103.83,25548,680,0,2,10,0.75,0.0,4,180.67,0
4.19,870,925,7,42,125,0.95,0.06,3,455.97,1
200.03,21929,85900,0,3,20,0.76,0.07,7,306.16,0
269.19,26804,87077,0,1,10,0.97,0.17,7,177.26,0
213.17,27998,19553,0,2,26,0.99,0.14,7,61.0,0
43.41,23850,42819,0,3,29,0.92,0.27,8,111.37,0
81.11,32557,57856,0,2,39,0.78,0.05,8,443.86,0
85.41,4356,60699,0,3,17,0.75,0.23,9,57.1,0
4.73,333,97,13,58,382,0.81,0.0,3,497.37,1
0.281,72,6,0,0,471,0.22,0.78,232,3831.93,1
0.407,216,52,0,0,112,0.12,0.72,90,2516.02,1
2.95,1762,493,3,9,94,0.94,0.01,2,54.21,1
84.59,48560,15190,0,3,21,0.92,0.15,3,330.66,0
297.94,29573,34902,0,2,40,0.89,0.18,9,230.39,0
2.69,197,130,18,34,185,0.98,0.0,3,1653.87,1
59.62,13083,49656,0,3,23,0.81,0.05,7,96.25,0
4.52,331,187,36,53,233,0.92,0.09,2,1853.77,1
181.65,26016,35653,0,2,50,0.96,0.11,10,265.26,0
0.88,453,168,7,10,62,0.83,0.1,2,764.08,1
0.398,62,39,0,0,878,0.13,0.85,61,4687.13,1
298.51,23290,17101,0,3,37,0.85,0.22,8,251.33,0
87.24,41860,43095,0,3,9,0.91,0.02,9,174.3,0
7.99,1441,864,4,11,88,0.91,0.03,5,153.59,1
8.34,209,519,10,40,62,0.92,0.08,2,121.51,1
7.14,810,279,26,14,196,0.98,0.07,5,199.67,1
284.4,8096,91336,0,3,34,0.84,0.02,3,381.3,0
23.86,16872,28366,0,1,36,0.98,0.18,7,64.48,0
272.4,28561,40361,0,1,25,0.94,0.03,7,130.7,0
194.31,47125,66007,0,3,43,0.96,0.26,9,379.68,0
0.305,437,53,0,0,111,0.35,0.55,11,2654.36,1
219.5,38884,8130,0,2,12,0.85,0.02,4,139.0,0
4.24,221,219,44,27,428,0.83,0.05,2,144.72,1
0.887,20,9,0,0,823,0.16,0.99,216,1686.66,1
0.586,92,2,0,0,703,0.15,0.91,86,1122.75,1
0.38,179,113,0,0,134,0.22,0.65,97,1973.02,1
1.65,246,275,9,88,475,0.88,0.01,2,820.97,1
187.93,22008,32921,0,1,7,0.84,0.29,1,412.6,0
270.05,20926,63782,0,2,22,0.88,0.09,10,84.67,0
257.42,44618,12581,0,1,49,0.94,0.28,5,434.85,0
162.87,41181,80503,0,1,15,1.0,0.1,10,312.13,0
1.097,260,18,0,0,287,0.25,0.75,96,2746.03,1
2.0,343,228,33,44,379,0.8,0.06,1,1172.85,1
181.56,3773,87494,0,2,26,0.74,0.26,6,199.2,0
289.52,44397,65522,0,1,41,0.94,0.22,7,12.26,0
0.39,99,12,0,0,908,0.05,0.81,50,2401.14,1
92.65,36931,29195,0,2,44,0.95,0.2,10,320.55,0
298.05,15446,95981,0,3,21,0.87,0.23,6,126.08,0
2.8,105,127,46,72,435,0.98,0.03,2,144.91,1
211.86,4243,85668,0,1,1,0.88,0.07,6,316.65,0
4.34,136,89,17,79,383,0.8,0.02,2,1914.48,1
299.55,44968,89354,0,1,44,0.77,0.29,7,379.96,0
295.72,32266,19436,0,3,31,0.82,0.06,2,471.54,0
0.23,359,232,30,52,165,0.84,0.06,1,1745.0,1
3.08,265,127,6,88,179,0.88,0.04,2,1177.34,1
3.63,151,193,49,62,334,0.96,0.02,1,1859.1,1
8.24,1755,457,30,9,102,0.97,0.04,5,423.54,1
7.31,1347,325,16,24,174,0.99,0.0,5,344.6,1
199.65,8823,94905,0,3,14,0.77,0.21,10,105.35,0
1.84,2973,86105,0,3,29,0.8,0.22,10,73.37,0
1.688,174,148,0,0,113,0.17,0.78,22,1078.13,1
84.91,42048,59881,0,2,31,0.7,0.01,3,216.22,0
102.47,29399,19024,0,1,47,0.89,0.04,6,169.3,0
1.601,303,51,0,0,217,0.21,0.67,83,2819.72,1
95.69,27384,53611,0,1,20,0.81,0.23,8,128.07,0
0.41,52,270,11,98,243,0.89,0.08,2,1887.58,1
2.11,297,66,6,72,405,0.91,0.03,2,749.14,1
269.69,19221,51415,0,1,31,0.8,0.27,1,275.04,0
177.75,8929,82615,0,3,3,0.97,0.04,3,136.55,0
145.1,23614,5397,0,1,49,0.85,0.02,6,124.67,0
1.869,139,161,0,0,122,0.17,0.57,90,756.68,1
33.37,6973,51169,0,1,11,0.8,0.23,1,65.66,0
77.34,7867,67099,0,3,29,0.82,0.0,10,467.13,0
96.12,1038,17762,0,3,25,0.74,0.24,7,51.55,0
2.22,798,503,10,8,147,0.91,0.09,5,494.38,1
1.48,31810,33710,0,3,42,0.73,0.15,5,285.27,0
229.96,12109,12487,0,3,49,0.75,0.1,6,415.14,0
2.73,1295,232,17,30,92,0.97,0.01,2,145.2,1
85.56,25450,88609,0,2,3,0.78,0.29,3,90.14,0
169.71,9690,27718,0,1,21,0.83,0.24,8,130.07,0
257.47,35396,25123,0,1,20,0.93,0.04,7,20.69,0
1.69,244,267,49,79,310,0.94,0.04,3,1026.35,1
8.47,1306,491,13,18,147,0.93,0.03,3,370.76,1
0.961,177,17,0,0,402,0.2,0.56,37,2622.05,1
0.08,405,85,39,56,87,0.86,0.04,1,322.43,1
0.348,320,80,0,0,378,0.41,0.54,66,1495.67,1
212.64,46842,46497,0,1,1,0.87,0.07,3,107.94,0
127.6,48333,85778,0,1,20,0.96,0.01,5,180.8,0
0.208,69,47,0,0,676,0.21,0.73,137,2499.94,1
16.06,25449,88637,0,3,5,0.76,0.12,5,356.35,0
1.43,150,237,43,96,270,0.87,0.05,3,1753.75,1
4.88,215,229,35,32,195,1.0,0.0,1,474.86,1
1.81,291,89,47,38,355,0.95,0.08,2,881.12,1
0.842,331,34,0,0,224,0.42,0.74,18,578.82,1
6.33,1745,207,9,22,38,0.91,0.09,2,323.41,1
8.95,9180,28904,0,1,47,0.91,0.04,5,245.97,0
184.54,16469,29751,0,2,12,0.92,0.09,8,337.49,0
217.35,34178,79625,0,1,21,0.9,0.18,6,328.59,0
0.752,33,39,0,0,770,0.14,0.89,118,777.18,1
79.24,30528,661,0,1,44,0.86,0.09,6,280.64,0
0.023,54,45,0,0,808,0.01,0.78,118,4070.18,1
92.86,48707,86352,0,3,12,0.74,0.21,1,90.28,0
5.7,1953,307,6,13,72,0.92,0.09,2,172.72,1
226.0,15302,75300,0,3,3,0.87,0.08,4,62.58,0
94.32,35247,26322,0,3,13,0.99,0.18,2,154.85,0
273.69,42936,15607,0,3,31,0.75,0.26,1,25.3,0
1.479,423,75,0,0,157,0.16,0.59,63,228.19,1
213.17,15174,89169,0,3,39,0.98,0.06,3,169.03,0
147.36,19004,76563,0,1,14,0.76,0.05,3,122.26,0
198.04,26213,43125,0,2,5,0.99,0.08,9,205.84,0
80.41,14004,67299,0,3,27,0.72,0.01,6,368.35,0
7.72,35706,16644,0,1,15,0.99,0.25,2,279.73,0
242.34,12904,79088,0,3,5,0.72,0.03,3,271.64,0
42.25,443,47228,0,2,37,0.86,0.02,3,344.36,0
0.803,74,27,0,0,469,0.18,0.97,208,3197.87,1
6.06,1329,390,14,40,101,0.99,0.08,2,120.99,1
107.52,42129,57225,0,2,8,0.88,0.13,10,219.12,0
246.05,10298,20643,0,1,38,0.86,0.12,2,395.55,0
295.71,45542,77146,0,3,25,0.88,0.18,2,169.57,0
0.643,72,16,0,0,294,0.06,0.98,240,3451.58,1
184.1,31686,72699,0,3,2,0.87,0.04,5,291.18,0
4.56,1817,989,21,24,121,0.98,0.08,2,97.56,1
43.35,42563,52176,0,1,10,0.8,0.06,10,142.24,0
229.64,900,60215,0,2,32,0.86,0.0,8,126.56,0
284.61,26181,66502,0,2,41,0.91,0.23,7,353.89,0
172.31,48895,31840,0,1,38,0.92,0.03,2,262.36,0
7.79,859,455,27,49,120,0.92,0.06,1,455.62,1
179.84,603,26894,0,2,14,0.93,0.23,5,170.78,0
125.85,44721,91953,0,3,20,0.92,0.09,6,13.87,0
5.48,1854,963,25,12,22,0.98,0.07,1,406.9,1
0.07,457,191,24,23,250,0.83,0.04,2,183.22,1
0.895,76,47,0,0,931,0.07,0.89,162,853.4,1
286.72,40475,22304,0,2,17,0.88,0.3,1,379.42,0
0.941,45,37,0,0,556,0.2,0.72,54,1369.7,1
5.19,3535,42899,0,3,31,0.81,0.09,7,279.56,0
0.518,35,26,0,0,389,0.24,0.78,161,2347.44,1
1.692,329,55,0,0,101,0.11,0.53,32,1566.36,1
64.64,37125,9258,0,1,39,0.96,0.26,4,230.46,0
1.649,384,133,0,0,114,0.17,0.84,39,2097.21,1
215.94,9488,79413,0,3,2,0.87,0.21,1,221.84,0
0.56,47,39,0,0,142,0.1,0.95,59,1048.53,1
1.56,212,37,0,0,493,0.14,0.82,31,976.38,1
241.38,28380,44059,0,1,10,0.94,0.04,5,452.44,0
0.306,62,46,0,0,350,0.07,0.82,181,4140.76,1
107.01,30202,74733,0,3,1,0.95,0.25,9,450.09,0
3.72,481,202,12,72,442,0.87,0.05,2,327.97,1
1.59,1458,119,18,8,181,0.93,0.03,1,319.68,1
37.21,37875,27927,0,3,6,0.77,0.08,9,379.87,0
67.2,526,87618,0,3,28,0.88,0.27,7,40.68,0
9.36,678,768,17,6,137,0.96,0.05,3,367.45,1
294.31,2969,33459,0,2,36,0.85,0.12,1,455.9,0
155.63,7255,89381,0,1,42,0.77,0.03,2,36.04,0
203.9,28590,94182,0,2,6,0.87,0.18,9,208.06,0
4.28,290,113,32,87,294,0.81,0.07,3,1566.35,1
67.37,8698,27781,0,3,2,0.88,0.05,6,358.44,0
0.304,410,70,0,0,449,0.39,0.55,90,2759.49,1
147.52,43836,59098,0,2,24,0.94,0.22,7,206.43,0
0.115,33,28,0,0,104,0.05,0.85,171,1344.47,1
73.22,2713,89563,0,2,25,0.97,0.28,7,135.73,0
78.84,26217,65874,0,2,50,0.91,0.23,8,284.06,0
0.53,276,299,21,43,289,0.89,0.07,1,676.37,1
27.63,16549,53118,0,2,16,0.92,0.16,7,470.49,0
111.02,11782,71409,0,1,46,0.79,0.06,7,446.9,0
159.75,46547,73883,0,2,31,0.94,0.11,2,490.15,0
4.44,204,205,36,57,246,0.96,0.07,2,1138.09,1
114.74,8712,13963,0,1,37,0.9,0.1,9,294.91,0
1.289,322,4,0,0,279,0.39,0.51,59,2003.19,1
21.21,5251,55475,0,3,47,0.72,0.25,9,378.83,0
63.05,424,52032,0,1,9,0.95,0.23,4,69.34,0
142.89,28801,48736,0,1,14,0.85,0.14,2,73.11,0
0.815,77,7,0,0,452,0.06,0.75,178,3858.71,1
0.202,66,5,0,0,745,0.06,0.9,100,2054.79,1
151.08,42636,81188,0,2,38,1.0,0.16,8,172.02,0
0.673,21,43,0,0,870,0.25,0.76,161,2841.74,1
1.933,136,25,0,0,388,0.32,0.69,97,2340.6,1
197.9,1072,44015,0,3,29,0.98,0.21,7,289.02,0
179.77,12926,4857,0,2,24,0.71,0.07,3,55.26,0
0.416,76,48,0,0,357,0.27,0.72,110,814.77,1
51.0,4869,62324,0,2,46,0.7,0.16,2,307.3,0
0.072,417,56,0,0,351,0.3,0.63,80,301.04,1
48.18,3023,38225,0,1,38,0.71,0.18,6,260.29,0
1.34,136,128,28,50,207,0.81,0.09,1,129.48,1
5.68,1121,614,30,22,99,0.91,0.04,4,402.44,1
7.68,1587,365,24,41,49,0.91,0.07,3,447.73,1
3.16,122,78,6,12,452,0.81,0.05,2,684.61,1
0.15,106,27,0,0,437,0.18,0.94,45,215.29,1
135.78,32963,69133,0,1,31,0.91,0.2,9,450.73,0
0.86,405,81,17,55,147,0.86,0.03,2,832.24,1
0.109,72,34,0,0,685,0.29,0.91,87,646.73,1
236.09,24111,12278,0,1,16,0.84,0.23,10,386.0,0
2.88,438,245,46,59,140,0.93,0.07,3,628.11,1
64.95,21566,54488,0,1,4,0.98,0.22,4,134.33,0
292.22,22108,14960,0,1,30,0.83,0.05,10,89.7,0
200.42,40503,19055,0,2,43,1.0,0.28,6,16.95,0
276.99,29141,72232,0,1,4,0.9,0.16,1,484.81,0
0.259,34,38,0,0,940,0.04,0.81,113,4446.6,1
279.2,47029,20029,0,3,40,0.83,0.06,1,479.94,0
0.614,168,34,0,0,153,0.13,0.94,97,1021.05,1
3.99,28798,64168,0,3,31,0.73,0.26,3,140.48,0
167.75,12097,89191,0,2,42,0.73,0.11,5,216.03,0
276.24,31809,89545,0,1,47,0.74,0.09,6,236.93,0
0.44,408,178,36,33,289,0.86,0.09,1,1682.09,1
250.03,32822,72273,0,3,44,0.8,0.23,8,483.59,0
2.55,359,164,38,35,56,0.94,0.01,3,1168.66,1
254.11,7475,53964,0,2,16,0.79,0.14,6,111.07,0
0.26,371,208,6,64,418,0.92,0.03,1,1950.38,1
70.77,19685,10448,0,2,46,0.71,0.17,9,402.22,0
65.87,8607,18790,0,1,43,0.72,0.03,7,148.33,0
77.7,36053,54419,0,2,6,0.73,0.0,2,256.02,0
247.19,40769,95177,0,3,29,0.78,0.28,4,412.79,0
203.92,5918,62592,0,3,48,0.97,0.13,4,420.72,0
0.349,87,22,0,0,682,0.07,0.88,219,1205.49,1
223.41,15873,22483,0,3,48,0.91,0.06,8,152.12,0
0.64,522,733,29,39,74,1.0,0.08,3,358.59,1
0.881,64,33,0,0,659,0.1,0.98,119,3476.87,1
291.34,3114,86531,0,2,45,0.99,0.21,4,147.27,0
20.29,14423,53983,0,2,50,0.88,0.29,2,359.14,0
0.106,35,15,0,0,741,0.23,0.89,177,3933.94,1
1.13,41923,54082,0,2,35,0.88,0.2,2,248.07,0
284.62,20841,71631,0,2,31,0.9,0.29,3,187.87,0
212.19,785,55968,0,1,6,0.96,0.1,10,85.23,0
1.67,126,131,35,54,54,0.97,0.02,2,861.35,1
126.12,49386,4247,0,2,45,0.76,0.08,5,98.23,0
3.3,149,70,33,58,257,0.8,0.07,2,654.56,1
138.03,46675,71075,0,1,26,0.74,0.19,4,471.52,0
0.073,427,69,0,0,220,0.17,0.93,54,2170.85,1
253.37,40853,27259,0,2,45,0.92,0.2,3,94.91,0
203.7,44593,18133,0,3,13,0.72,0.23,5,201.3,0
32.87,12656,25031,0,3,29,0.74,0.06,8,132.41,0
298.84,47672,99922,0,2,8,0.89,0.01,6,130.56,0
113.38,18237,8523,0,2,2,0.88,0.14,2,14.66,0
0.722,264,175,0,0,212,0.24,0.62,95,905.71,1
277.05,49144,54886,0,1,31,0.99,0.26,7,147.88,0
0.397,273,178,0,0,402,0.4,0.73,25,265.27,1
42.89,4292,52428,0,3,16,0.86,0.27,8,235.5,0
40.14,25944,9908,0,3,37,0.72,0.2,3,126.02,0
4.54,115,134,27,99,438,0.87,0.06,3,146.53,1
223.58,18856,30262,0,3,23,0.77,0.06,5,342.1,0
1.763,164,125,0,0,291,0.36,0.62,80,1864.86,1
250.4,38275,72520,0,1,28,0.74,0.09,1,450.47,0
0.587,24,24,0,0,807,0.1,0.93,105,1294.67,1
0.204,87,43,0,0,315,0.08,0.73,123,2636.63,1
275.08,35629,84223,0,1,34,0.71,0.25,1,384.53,0
0.258,117,195,0,0,93,0.11,0.98,72,615.19,1
1.56,999,380,20,5,75,0.94,0.03,3,186.67,1
0.457,76,49,0,0,651,0.26,0.99,221,3704.02,1
67.27,17737,75369,0,1,30,0.89,0.15,7,41.68,0
168.73,24379,55059,0,2,37,0.91,0.02,4,81.33,0
186.39,30711,79621,0,2,27,0.74,0.28,2,182.65,0
1.46,589,856,7,23,130,0.91,0.09,3,120.34,1
17.89,23254,83476,0,3,42,0.91,0.16,9,286.37,0
0.69,51,261,49,100,476,0.84,0.09,2,334.24,1
63.78,42083,26470,0,3,19,0.78,0.02,5,258.28,0
108.91,20950,40211,0,1,19,0.93,0.16,6,232.32,0
126.91,30415,61515,0,1,3,0.81,0.13,1,235.74,0
0.296,266,36,0,0,384,0.3,0.5,17,2728.08,1
41.08,2548,4229,0,2,15,0.96,0.18,3,335.77,0
0.703,23,42,0,0,567,0.06,0.9,105,1186.96,1
3.24,58,230,22,66,389,0.93,0.0,1,1756.19,1
49.99,10637,93398,0,3,19,0.75,0.05,3,89.01,0
2.04,410,156,17,88,498,0.93,0.03,1,1441.21,1
94.73,32296,19926,0,3,43,0.89,0.13,4,82.82,0
73.24,43273,3446,0,2,41,0.98,0.01,7,222.52,0
238.1,45803,85030,0,1,4,0.7,0.05,3,152.8,0
274.59,18311,22892,0,1,9,0.94,0.25,3,343.22,0
259.93,34984,6403,0,2,36,0.81,0.25,3,190.56,0
3.76,365,99,21,24,68,0.88,0.06,2,1930.62,1
0.75,25686,34860,0,2,19,0.83,0.29,9,334.32,0
226.96,41086,58039,0,1,14,0.78,0.04,5,224.68,0
161.61,45030,4113,0,2,38,0.9,0.23,1,131.51,0
174.12,19174,29381,0,2,11,0.88,0.19,4,493.1,0
296.06,33483,51478,0,2,46,0.94,0.28,7,476.82,0
276.25,191,14099,0,3,5,0.85,0.26,10,213.67,0
167.02,33558,99601,0,3,26,0.94,0.16,7,419.01,0
127.11,23339,56087,0,1,32,0.97,0.19,3,248.88,0
122.48,13916,15706,0,3,36,0.7,0.05,1,16.68,0
6.6,49651,81174,0,2,32,0.93,0.02,2,393.32,0
151.48,30307,99934,0,2,43,0.83,0.26,6,53.76,0
0.14,216,164,43,34,425,0.82,0.09,2,577.08,1
106.86,1986,99382,0,3,7,0.82,0.15,8,348.14,0
0.598,31,21,0,0,231,0.21,0.88,93,2796.65,1
267.98,46951,75709,0,1,13,0.93,0.06,3,59.44,0
198.66,32229,66264,0,2,35,0.8,0.26,9,18.66,0
100.37,38206,34102,0,3,2,0.71,0.24,9,56.81,0
4.06,42288,66576,0,2,41,0.71,0.08,10,379.58,0
49.05,16783,5573,0,3,10,0.8,0.1,7,265.39,0
0.693,37,4,0,0,158,0.29,0.92,202,651.52,1
228.68,28732,24088,0,1,48,0.91,0.15,10,301.61,0
115.57,21435,88675,0,2,43,0.82,0.25,6,414.58,0
288.96,16704,70992,0,1,49,0.89,0.17,6,112.33,0
169.95,4509,20197,0,2,22,0.9,0.13,5,80.54,0
1.379,437,104,0,0,273,0.24,0.56,58,2591.73,1
0.563,74,12,0,0,309,0.14,0.87,181,3627.46,1
179.82,28548,53376,0,1,29,0.88,0.2,9,55.53,0
0.87,58,21,0,0,916,0.15,0.92,123,3700.67,1
0.725,96,28,0,0,880,0.18,0.76,115,3182.4,1
190.52,22733,87519,0,3,44,0.7,0.17,1,41.08,0
208.0,29112,29832,0,3,40,0.76,0.16,10,95.41,0
4.17,1052,946,16,46,80,0.95,0.05,3,395.23,1
0.886,217,8,0,0,340,0.44,0.66,38,2467.65,1
0.262,80,40,0,0,728,0.02,0.78,185,525.94,1
1.694,185,98,0,0,258,0.43,0.8,25,2665.42,1
8.77,1402,524,11,28,153,0.95,0.01,4,137.35,1
273.46,28029,76707,0,3,20,0.81,0.23,5,284.95,0
134.64,11765,97728,0,2,7,0.83,0.09,7,116.78,0
127.04,28101,39180,0,1,5,0.83,0.28,10,166.46,0
259.4,44808,1266,0,2,9,0.89,0.18,1,119.65,0
193.65,30462,35139,0,3,22,0.88,0.22,5,404.48,0
4.69,473,71,21,42,279,0.82,0.04,1,1711.51,1
1.5,1870,813,18,20,52,0.93,0.05,5,424.3,1
94.38,18364,32817,0,1,2,0.92,0.15,7,457.64,0
235.65,15667,14133,0,1,17,0.74,0.11,6,226.37,0
0.536,445,190,0,0,283,0.34,0.6,98,2021.51,1
222.59,38919,6829,0,1,10,0.72,0.22,8,368.25,0
1.84,408,231,6,79,176,0.82,0.07,1,121.73,1
162.87,32405,27399,0,2,42,0.79,0.28,4,134.65,0
3.54,62,267,32,85,109,0.98,0.02,2,1617.11,1
66.99,30395,87806,0,1,23,0.84,0.19,8,63.47,0
16.29,36223,28116,0,3,19,0.86,0.19,4,76.28,0
0.762,178,50,0,0,166,0.43,0.99,68,2748.4,1
105.76,20753,72200,0,2,24,0.82,0.19,6,308.12,0
185.19,1574,72243,0,2,9,0.86,0.08,2,224.06,0
1.35,363,162,40,69,469,0.84,0.1,3,1737.98,1
230.77,10816,97323,0,2,30,0.92,0.07,6,15.19,0
0.977,111,56,0,0,334,0.13,0.95,22,1554.26,1
44.35,47713,96408,0,2,26,0.75,0.12,2,318.57,0
130.82,12291,30127,0,2,20,0.75,0.02,2,314.26,0
185.37,25541,1267,0,3,47,0.8,0.16,2,471.97,0
23.63,23147,50369,0,1,17,0.71,0.24,9,399.45,0
0.968,37,26,0,0,320,0.07,0.81,108,1019.16,1
53.14,43315,39820,0,3,11,0.85,0.04,7,248.85,0
1.774,421,163,0,0,78,0.35,0.7,75,2568.96,1
114.0,36179,47852,0,2,3,0.8,0.17,10,119.82,0
49.27,39649,47270,0,2,32,0.77,0.06,3,348.2,0
232.06,14555,87686,0,3,11,0.84,0.06,6,390.39,0
179.97,441,75829,0,2,12,0.74,0.26,6,457.53,0
1.371,470,27,0,0,219,0.24,0.97,30,2526.1,1
150.36,18615,1889,0,1,13,0.82,0.18,6,73.65,0
3.41,90,298,39,74,310,0.87,0.04,2,1108.43,1
8.8,1008,121,14,48,148,0.9,0.08,3,238.45,1
146.96,15001,94666,0,2,37,0.76,0.25,8,427.83,0
5.89,1542,540,11,6,152,0.91,0.04,1,75.82,1
107.45,11712,91461,0,1,8,0.84,0.28,8,14.59,0
9.94,723,860,14,17,199,0.91,0.07,3,361.03,1
5.94,46259,26604,0,1,43,0.92,0.09,6,21.6,0
283.28,13164,84886,0,2,15,0.79,0.08,4,493.59,0
239.24,5812,65493,0,1,30,0.79,0.28,3,43.4,0
237.71,29576,70736,0,2,18,0.79,0.05,8,355.99,0
6.81,1126,846,12,46,127,0.96,0.07,2,495.29,1
136.16,46803,26567,0,2,6,0.78,0.21,3,362.0,0
0.233,84,42,0,0,684,0.0,0.79,248,1835.22,1
6.71,1574,491,21,44,108,0.95,0.1,5,418.6,1
0.895,136,69,0,0,317,0.34,0.53,57,1179.16,1
282.07,9487,70342,0,1,5,0.89,0.08,4,360.08,0
93.53,10687,5166,0,1,34,0.87,0.26,7,463.66,0
0.24,97,24,0,0,727,0.14,0.77,243,4016.43,1
0.576,171,169,0,0,431,0.42,0.96,25,2274.64,1
157.38,41388,52640,0,1,31,1.0,0.2,7,446.17,0
0.893,84,41,0,0,329,0.13,0.8,212,3028.26,1
134.84,34631,23031,0,2,44,0.8,0.1,10,214.47,0
0.602,103,145,0,0,411,0.37,0.53,53,1144.27,1
0.589,42,14,0,0,753,0.22,0.94,74,593.38,1
280.62,620,6630,0,3,14,0.81,0.15,3,39.9,0
163.33,42620,40732,0,2,18,0.75,0.23,9,437.58,0
198.62,31928,79670,0,2,27,0.78,0.23,2,179.13,0
275.44,8390,50916,0,2,50,0.99,0.16,4,496.5,0
30.88,18655,21075,0,3,38,0.97,0.08,2,152.19,0
118.61,21390,22252,0,1,36,0.98,0.18,9,484.05,0
196.85,43493,51474,0,1,39,0.91,0.03,9,194.57,0
